"","year","month","month.year","policy01","policy02","policy03","policy04","policy05","policy06","policy07","policy08","policy09","policy10","policy11","policy12","policy13","policy14","policy15","policy16","policy17","policy18","policy19","policy20","policy21","policy22","policy23","total.attention","p01","p02","p03","p04","p05","p06","p07","p08","p09","p10","p11","p12","p13","p14","p15","p16","p17","p18","p19","p20","p21","p22","p23","entropy","herfindahl","date","entropy.ma3","entropy.ma6","epu"
"32",1987,5,May 1987,4,2,18,4,7,0,7,13,2,12,0,13,5,5,18,18,6,6,12,22,7,0,0,181,0.0220994475138122,0.0110497237569061,0.0994475138121547,0.0220994475138122,0.0386740331491713,0,0.0386740331491713,0.0718232044198895,0.0110497237569061,0.0662983425414365,0,0.0718232044198895,0.0276243093922652,0.0276243093922652,0.0994475138121547,0.0994475138121547,0.0331491712707182,0.0331491712707182,0.0662983425414365,0.121546961325967,0.0386740331491713,0,0,0.904070812843093,0.0266322761820457,1987-05-01,0.935692658328481,0.887336846201181,110.042923
"33",1987,6,Jun 1987,7,6,21,10,9,1,13,13,6,9,0,11,4,4,13,18,9,11,17,10,10,0,0,202,0.0346534653465347,0.0297029702970297,0.103960396039604,0.0495049504950495,0.0445544554455446,0.00495049504950495,0.0643564356435644,0.0643564356435644,0.0297029702970297,0.0445544554455446,0,0.0544554455445545,0.0198019801980198,0.0198019801980198,0.0643564356435644,0.0891089108910891,0.0445544554455446,0.0544554455445545,0.0841584158415842,0.0495049504950495,0.0495049504950495,0,0,0.944305228744237,0.0143319282423292,1987-06-01,0.920554433183906,0.908468077958761,121.1579132
"34",1987,7,Jul 1987,11,4,14,5,6,4,14,13,1,11,0,10,7,6,10,19,10,11,11,20,9,0,0,196,0.0561224489795918,0.0204081632653061,0.0714285714285714,0.0255102040816327,0.0306122448979592,0.0204081632653061,0.0714285714285714,0.0663265306122449,0.00510204081632653,0.0561224489795918,0,0.0510204081632653,0.0357142857142857,0.0306122448979592,0.0510204081632653,0.0969387755102041,0.0510204081632653,0.0561224489795918,0.0561224489795918,0.102040816326531,0.0459183673469388,0,0,0.943134989878504,0.0146683673469388,1987-07-01,0.924188020793665,0.931449312990728,106.3480072
"35",1987,8,Aug 1987,1,1,9,3,1,4,4,2,0,2,0,3,1,2,11,4,1,1,5,10,11,0,0,76,0.0131578947368421,0.0131578947368421,0.118421052631579,0.0394736842105263,0.0131578947368421,0.0526315789473684,0.0526315789473684,0.0263157894736842,0,0.0263157894736842,0,0.0394736842105263,0.0131578947368421,0.0263157894736842,0.144736842105263,0.0526315789473684,0.0131578947368421,0.0131578947368421,0.0657894736842105,0.131578947368421,0.144736842105263,0,0,0.856360592871576,0.0467105263157895,1987-08-01,0.94372010931137,0.932579269624559,74.83796692
"36",1987,9,Sep 1987,3,6,17,2,5,4,13,6,2,9,0,8,5,3,4,13,5,3,9,13,7,0,0,137,0.0218978102189781,0.0437956204379562,0.124087591240876,0.0145985401459854,0.0364963503649635,0.0291970802919708,0.0948905109489051,0.0437956204379562,0.0145985401459854,0.0656934306569343,0,0.0583941605839416,0.0364963503649635,0.0218978102189781,0.0291970802919708,0.0948905109489051,0.0364963503649635,0.0218978102189781,0.0656934306569343,0.0948905109489051,0.0510948905109489,0,0,0.926972063468762,0.0218871543502584,1987-09-01,0.89974779137504,0.916981935572426,78.98139191
"26",1987,10,Oct 1987,5,5,17,2,5,6,10,14,5,10,0,5,6,2,21,11,10,5,15,20,13,0,0,187,0.0267379679144385,0.0267379679144385,0.0909090909090909,0.0106951871657754,0.0267379679144385,0.0320855614973262,0.053475935828877,0.0748663101604278,0.0267379679144385,0.053475935828877,0,0.0267379679144385,0.0320855614973262,0.0106951871657754,0.112299465240642,0.0588235294117647,0.053475935828877,0.0267379679144385,0.0802139037433155,0.106951871657754,0.0695187165775401,0,0,0.926148132579262,0.0211930567073694,1987-10-01,0.891666328170169,0.914968737561234,143.6030731
"27",1987,11,Nov 1987,4,2,6,13,6,3,13,9,0,6,0,2,4,2,12,11,6,3,7,10,16,0,0,135,0.0296296296296296,0.0148148148148148,0.0444444444444444,0.0962962962962963,0.0444444444444444,0.0222222222222222,0.0962962962962963,0.0666666666666667,0,0.0444444444444444,0,0.0148148148148148,0.0296296296296296,0.0148148148148148,0.0888888888888889,0.0814814814814815,0.0444444444444444,0.0222222222222222,0.0518518518518519,0.0740740740740741,0.118518518518519,0,0,0.909224596097168,0.0246090534979424,1987-11-01,0.926560098024012,0.919384201508468,155.4220734
"28",1987,12,Dec 1987,2,1,3,4,1,1,7,5,0,7,0,2,0,2,9,9,3,3,11,11,11,0,1,93,0.021505376344086,0.010752688172043,0.032258064516129,0.043010752688172,0.010752688172043,0.010752688172043,0.0752688172043011,0.0537634408602151,0,0.0752688172043011,0,0.021505376344086,0,0.021505376344086,0.0967741935483871,0.0967741935483871,0.032258064516129,0.032258064516129,0.118279569892473,0.118279569892473,0.118279569892473,0,0.010752688172043,0.875782827806111,0.0358307318765175,1987-12-01,0.917686364338215,0.912368074979054,135.4726563
"37",1988,1,Jan 1988,1,2,8,2,1,0,2,1,0,4,0,3,2,3,2,4,2,0,0,2,2,0,0,41,0.024390243902439,0.0487804878048781,0.195121951219512,0.0487804878048781,0.024390243902439,0,0.0487804878048781,0.024390243902439,0,0.0975609756097561,0,0.0731707317073171,0.0487804878048781,0.0731707317073171,0.0487804878048781,0.0975609756097561,0.0487804878048781,0,0,0.0487804878048781,0.0487804878048781,0,0,0.855983812729562,0.0430696014277216,1988-01-01,0.89250371195164,0.898897642564576,131.5214539
"41",1988,2,Feb 1988,12,2,5,2,5,3,8,5,1,10,0,11,7,2,12,23,7,7,15,20,16,0,0,173,0.069364161849711,0.0115606936416185,0.0289017341040462,0.0115606936416185,0.0289017341040462,0.0173410404624277,0.046242774566474,0.0289017341040462,0.00578034682080925,0.0578034682080925,0,0.0635838150289017,0.0404624277456647,0.0115606936416185,0.069364161849711,0.132947976878613,0.0404624277456647,0.0404624277456647,0.0867052023121387,0.115606936416185,0.092485549132948,0,0,0.904438416724046,0.028129907447626,1988-02-01,0.865883320267837,0.898822286536173,116.5843201
"42",1988,3,Mar 1988,17,5,22,13,5,6,16,21,1,20,0,21,7,8,17,42,20,6,23,31,18,0,0,319,0.0532915360501567,0.0156739811912226,0.0689655172413793,0.0407523510971787,0.0156739811912226,0.0188087774294671,0.0501567398119122,0.0658307210031348,0.00313479623824451,0.0626959247648903,0,0.0658307210031348,0.0219435736677116,0.0250783699059561,0.0532915360501567,0.13166144200627,0.0626959247648903,0.0188087774294671,0.0721003134796238,0.0971786833855799,0.0564263322884013,0,0,0.92043364020214,0.0220526527844656,1988-03-01,0.880211114726804,0.89431555718723,105.0524597
"43",1988,4,Apr 1988,1,6,10,10,9,2,15,9,1,8,0,10,7,7,13,10,8,7,14,27,15,0,0,189,0.00529100529100529,0.0317460317460317,0.0529100529100529,0.0529100529100529,0.0476190476190476,0.0105820105820106,0.0793650793650794,0.0476190476190476,0.00529100529100529,0.0423280423280423,0,0.0529100529100529,0.037037037037037,0.037037037037037,0.0687830687830688,0.0529100529100529,0.0423280423280423,0.037037037037037,0.0740740740740741,0.142857142857143,0.0793650793650794,0,0,0.92497537412607,0.021222810111699,1988-04-01,0.912436028463093,0.893172658711806,113.655983
"44",1988,5,May 1988,2,7,22,9,5,2,14,11,1,5,0,13,6,5,17,15,2,10,12,20,13,0,0,191,0.0104712041884817,0.0366492146596859,0.115183246073298,0.0471204188481675,0.0261780104712042,0.0104712041884817,0.0732984293193717,0.0575916230366492,0.00523560209424084,0.0261780104712042,0,0.0680628272251309,0.031413612565445,0.0261780104712042,0.0890052356020942,0.0785340314136126,0.0104712041884817,0.0523560209424084,0.06282722513089,0.104712041884817,0.0680628272251309,0,0,0.913453726586168,0.0234231517776377,1988-05-01,0.922704507164105,0.896322814317586,96.14573669
"45",1988,6,Jun 1988,2,11,16,8,5,4,18,5,3,7,0,20,9,10,16,13,8,7,20,18,15,0,0,215,0.00930232558139535,0.0511627906976744,0.0744186046511628,0.0372093023255814,0.0232558139534884,0.0186046511627907,0.0837209302325581,0.0232558139534884,0.013953488372093,0.0325581395348837,0,0.0930232558139535,0.0418604651162791,0.0465116279069767,0.0744186046511628,0.0604651162790698,0.0372093023255814,0.0325581395348837,0.0930232558139535,0.0837209302325581,0.0697674418604651,0,0,0.935119513647678,0.0172590589507842,1988-06-01,0.919214550356119,0.903856994073597,89.78250885
"46",1988,7,Jul 1988,4,1,11,10,6,1,10,4,1,3,0,6,1,2,10,9,4,2,8,17,7,0,0,117,0.0341880341880342,0.00854700854700855,0.094017094017094,0.0854700854700855,0.0512820512820513,0.00854700854700855,0.0854700854700855,0.0341880341880342,0.00854700854700855,0.0256410256410256,0,0.0512820512820513,0.00854700854700855,0.0170940170940171,0.0854700854700855,0.0769230769230769,0.0341880341880342,0.0170940170940171,0.0683760683760684,0.145299145299145,0.0598290598290598,0,0,0.896434998443659,0.0301555993863686,1988-07-01,0.924286620116923,0.91968413425722,85.18196869
"47",1988,8,Aug 1988,2,1,8,1,2,2,13,2,1,5,0,6,1,2,9,8,3,1,3,12,7,0,0,89,0.0224719101123595,0.0112359550561798,0.0898876404494382,0.0112359550561798,0.0224719101123595,0.0224719101123595,0.146067415730337,0.0224719101123595,0.0112359550561798,0.0561797752808989,0,0.0674157303370786,0.0112359550561798,0.0224719101123595,0.101123595505618,0.0898876404494382,0.0337078651685393,0.0112359550561798,0.0337078651685393,0.134831460674157,0.0786516853932584,0,0,0.875903747955179,0.0394773387198586,1988-08-01,0.915777256045669,0.918083450601143,100.1584549
"48",1988,9,Sep 1988,2,1,15,6,8,4,18,4,3,9,0,8,7,6,20,23,8,9,8,14,11,0,0,184,0.0108695652173913,0.00543478260869565,0.0815217391304348,0.0326086956521739,0.0434782608695652,0.0217391304347826,0.0978260869565217,0.0217391304347826,0.016304347826087,0.0489130434782609,0,0.0434782608695652,0.0380434782608696,0.0326086956521739,0.108695652173913,0.125,0.0434782608695652,0.0489130434782609,0.0434782608695652,0.0760869565217391,0.0597826086956522,0,0,0.918540091794182,0.023812618147448,1988-09-01,0.886169373199419,0.909177472151751,94.55409241
"38",1988,10,Oct 1988,1,2,2,3,2,1,7,2,0,0,0,0,2,1,3,9,1,0,5,5,3,0,0,49,0.0204081632653061,0.0408163265306122,0.0408163265306122,0.0612244897959184,0.0408163265306122,0.0204081632653061,0.142857142857143,0.0408163265306122,0,0,0,0,0.0408163265306122,0.0204081632653061,0.0612244897959184,0.183673469387755,0.0204081632653061,0,0.102040816326531,0.102040816326531,0.0612244897959184,0,0,0.833812221480029,0.0510204081632653,1988-10-01,0.897221919874681,0.907890415685373,102.2307816
"39",1988,11,Nov 1988,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0.528633946819448,0.16,1988-11-01,0.876176156637106,0.891962114664146,113.9598923
"40",1988,12,Dec 1988,0,2,2,1,1,1,2,1,0,0,0,1,1,2,4,1,0,0,1,2,0,0,0,22,0,0.0909090909090909,0.0909090909090909,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0909090909090909,0.0454545454545455,0,0,0,0.0454545454545455,0.0454545454545455,0.0909090909090909,0.181818181818182,0.0454545454545455,0,0,0.0454545454545455,0.0909090909090909,0,0,0,0.829004247637429,0.0454545454545455,1988-12-01,0.681223084149739,0.8106650012985,99.66632843
"49",1989,1,Jan 1989,9,0,2,1,1,1,2,0,0,0,0,1,2,1,7,3,0,1,2,17,5,0,0,55,0.163636363636364,0,0.0363636363636364,0.0181818181818182,0.0181818181818182,0.0181818181818182,0.0363636363636364,0,0,0,0,0.0181818181818182,0.0363636363636364,0.0181818181818182,0.127272727272727,0.0545454545454545,0,0.0181818181818182,0.0363636363636364,0.309090909090909,0.0909090909090909,0,0,0.728307101875693,0.114876033057851,1989-01-01,0.678819097228439,0.797178851137254,105.0753632
"53",1989,2,Feb 1989,5,3,9,3,2,4,9,12,1,7,0,9,8,1,13,18,5,3,16,16,15,0,0,159,0.0314465408805031,0.0188679245283019,0.0566037735849057,0.0188679245283019,0.0125786163522013,0.0251572327044025,0.0566037735849057,0.0754716981132075,0.00628930817610063,0.0440251572327044,0,0.0566037735849057,0.050314465408805,0.00628930817610063,0.0817610062893082,0.113207547169811,0.0314465408805031,0.0188679245283019,0.10062893081761,0.10062893081761,0.0943396226415094,0,0,0.906725706243196,0.0259641628100154,1989-02-01,0.778655674756561,0.767659521921356,84.844841
"54",1989,3,Mar 1989,6,8,29,10,8,12,12,7,2,9,0,13,9,7,22,31,12,10,20,21,10,0,0,258,0.0232558139534884,0.0310077519379845,0.112403100775194,0.0387596899224806,0.0310077519379845,0.0465116279069767,0.0465116279069767,0.0271317829457364,0.00775193798449612,0.0348837209302326,0,0.0503875968992248,0.0348837209302326,0.0271317829457364,0.0852713178294574,0.12015503875969,0.0465116279069767,0.0387596899224806,0.0775193798449612,0.0813953488372093,0.0387596899224806,0,0,0.932703918175533,0.0202902469803497,1989-03-01,0.817516404059445,0.765296644811159,97.21567535
"55",1989,4,Apr 1989,9,6,21,10,6,13,20,13,2,11,0,11,9,7,13,20,14,8,9,21,18,0,0,241,0.037344398340249,0.024896265560166,0.0871369294605809,0.04149377593361,0.024896265560166,0.0539419087136929,0.0829875518672199,0.0539419087136929,0.00829875518672199,0.045643153526971,0,0.045643153526971,0.037344398340249,0.029045643153527,0.0539419087136929,0.0829875518672199,0.0580912863070539,0.033195020746888,0.037344398340249,0.0871369294605809,0.0746887966804979,0,0,0.949779175475296,0.0129663745458928,1989-04-01,0.919714812209365,0.78507498415026,108.86306
"56",1989,5,May 1989,4,3,19,6,4,8,29,9,3,11,0,14,10,9,9,17,18,11,13,29,20,0,0,246,0.016260162601626,0.0121951219512195,0.0772357723577236,0.024390243902439,0.016260162601626,0.032520325203252,0.117886178861789,0.0365853658536585,0.0121951219512195,0.0447154471544715,0,0.0569105691056911,0.040650406504065,0.0365853658536585,0.0365853658536585,0.0691056910569106,0.0731707317073171,0.0447154471544715,0.0528455284552846,0.117886178861789,0.0813008130081301,0,0,0.924616987574538,0.0221098552448939,1989-05-01,0.941241546825414,0.86930402988143,87.81604004
"57",1989,6,Jun 1989,4,5,13,13,9,3,20,5,6,9,0,16,8,11,15,12,11,5,13,17,20,0,0,215,0.0186046511627907,0.0232558139534884,0.0604651162790698,0.0604651162790698,0.0418604651162791,0.013953488372093,0.0930232558139535,0.0232558139534884,0.027906976744186,0.0418604651162791,0,0.0744186046511628,0.0372093023255814,0.0511627906976744,0.0697674418604651,0.0558139534883721,0.0511627906976744,0.0232558139534884,0.0604651162790698,0.0790697674418605,0.0930232558139535,0,0,0.945940956558878,0.0141698215251487,1989-06-01,0.937198081524917,0.888426577868851,94.83973694
"58",1989,7,Jul 1989,7,5,19,8,2,2,22,9,1,4,0,13,3,4,15,11,5,7,18,26,12,0,0,193,0.0362694300518135,0.0259067357512953,0.0984455958549223,0.0414507772020725,0.0103626943005181,0.0103626943005181,0.113989637305699,0.0466321243523316,0.00518134715025907,0.0207253886010363,0,0.0673575129533679,0.0155440414507772,0.0207253886010363,0.077720207253886,0.0569948186528497,0.0259067357512953,0.0362694300518135,0.0932642487046632,0.134715025906736,0.0621761658031088,0,0,0.898491991705412,0.0302531611586888,1989-07-01,0.935278972066708,0.931953348805488,84.5699234
"59",1989,8,Aug 1989,2,4,12,4,1,2,17,2,0,2,0,5,1,4,6,4,5,0,3,10,12,0,0,96,0.0208333333333333,0.0416666666666667,0.125,0.0416666666666667,0.0104166666666667,0.0208333333333333,0.177083333333333,0.0208333333333333,0,0.0208333333333333,0,0.0520833333333333,0.0104166666666667,0.0416666666666667,0.0625,0.0416666666666667,0.0520833333333333,0,0.03125,0.104166666666667,0.125,0,0,0.853590800097515,0.0472981770833334,1989-08-01,0.922216474132145,0.930306605897931,95.86038208
"60",1989,9,Sep 1989,5,14,13,11,5,3,15,9,5,8,0,19,6,8,8,3,9,7,15,20,12,0,0,195,0.0256410256410256,0.0717948717948718,0.0666666666666667,0.0564102564102564,0.0256410256410256,0.0153846153846154,0.0769230769230769,0.0461538461538462,0.0256410256410256,0.041025641025641,0,0.0974358974358974,0.0307692307692308,0.041025641025641,0.041025641025641,0.0153846153846154,0.0461538461538462,0.0358974358974359,0.0769230769230769,0.102564102564103,0.0615384615384615,0,0,0.943410542466382,0.0155266272189349,1989-09-01,0.876041395901464,0.914483982282328,90.91819763
"50",1989,10,Oct 1989,5,3,13,9,5,5,15,8,0,11,0,10,1,5,22,10,13,13,14,16,11,0,0,189,0.0264550264550265,0.0158730158730159,0.0687830687830688,0.0476190476190476,0.0264550264550265,0.0264550264550265,0.0793650793650794,0.0423280423280423,0,0.0582010582010582,0,0.0529100529100529,0.00529100529100529,0.0264550264550265,0.116402116402116,0.0529100529100529,0.0687830687830688,0.0687830687830688,0.0740740740740741,0.0846560846560847,0.0582010582010582,0,0,0.921117704712684,0.0195179306290417,1989-10-01,0.898500671281949,0.913210255680545,91.59668732
"51",1989,11,Nov 1989,4,2,13,6,7,6,13,5,3,7,0,13,2,2,9,15,8,10,12,25,6,0,0,168,0.0238095238095238,0.0119047619047619,0.0773809523809524,0.0357142857142857,0.0416666666666667,0.0357142857142857,0.0773809523809524,0.0297619047619048,0.0178571428571429,0.0416666666666667,0,0.0773809523809524,0.0119047619047619,0.0119047619047619,0.0535714285714286,0.0892857142857143,0.0476190476190476,0.0595238095238095,0.0714285714285714,0.148809523809524,0.0357142857142857,0,0,0.918713738452701,0.0249255952380952,1989-11-01,0.932264123589533,0.912510399108174,107.8491287
"52",1989,12,Dec 1989,2,3,6,0,1,0,3,0,0,0,0,6,0,1,3,2,0,2,2,2,2,0,0,35,0.0571428571428571,0.0857142857142857,0.171428571428571,0,0.0285714285714286,0,0.0857142857142857,0,0,0,0,0.171428571428571,0,0.0285714285714286,0.0857142857142857,0.0571428571428571,0,0.0571428571428571,0.0571428571428571,0.0571428571428571,0.0571428571428571,0,0,0.795159114112575,0.0571428571428571,1989-12-01,0.919915721582693,0.907064955486939,107.0952301
"61",1990,1,Jan 1990,3,0,4,4,2,2,9,3,0,2,0,6,2,3,5,4,1,2,4,6,1,0,0,63,0.0476190476190476,0,0.0634920634920635,0.0634920634920635,0.0317460317460317,0.0317460317460317,0.142857142857143,0.0476190476190476,0,0.0317460317460317,0,0.0952380952380952,0.0317460317460317,0.0476190476190476,0.0793650793650794,0.0634920634920635,0.0158730158730159,0.0317460317460317,0.0634920634920635,0.0952380952380952,0.0158730158730159,0,0,0.900365209482794,0.026984126984127,1990-01-01,0.856936426282638,0.886398379968371,100.3591766
"65",1990,2,Feb 1990,12,3,11,19,6,9,9,8,4,13,0,12,8,6,19,26,6,12,20,34,16,0,0,253,0.0474308300395257,0.0118577075098814,0.0434782608695652,0.075098814229249,0.0237154150197628,0.0355731225296443,0.0355731225296443,0.0316205533596838,0.0158102766798419,0.0513833992094862,0,0.0474308300395257,0.0316205533596838,0.0237154150197628,0.075098814229249,0.102766798418972,0.0237154150197628,0.0474308300395257,0.0790513833992095,0.134387351778656,0.0632411067193676,0,0,0.929660793467764,0.0214391726163508,1990-02-01,0.847762161797684,0.895753261845427,89.59095764
"66",1990,3,Mar 1990,9,8,27,12,10,8,14,12,0,16,0,22,12,7,27,33,17,5,28,30,30,0,0,327,0.0275229357798165,0.0244648318042813,0.0825688073394495,0.036697247706422,0.0305810397553517,0.0244648318042813,0.0428134556574924,0.036697247706422,0,0.0489296636085627,0,0.0672782874617737,0.036697247706422,0.0214067278287462,0.0825688073394495,0.100917431192661,0.0519877675840979,0.0152905198776758,0.0856269113149847,0.0917431192660551,0.0917431192660551,0,0,0.922005322420833,0.0204163510366692,1990-03-01,0.915013001475279,0.893003312045704,86.06529236
"67",1990,4,Apr 1990,3,4,27,2,6,7,13,4,0,7,0,15,5,5,18,17,7,12,10,32,16,0,0,210,0.0142857142857143,0.019047619047619,0.128571428571429,0.00952380952380952,0.0285714285714286,0.0333333333333333,0.0619047619047619,0.019047619047619,0,0.0333333333333333,0,0.0714285714285714,0.0238095238095238,0.0238095238095238,0.0857142857142857,0.080952380952381,0.0333333333333333,0.0571428571428571,0.0476190476190476,0.152380952380952,0.0761904761904762,0,0,0.888648775405314,0.0342380952380952,1990-04-01,0.925833057944299,0.893180835587333,76.66169739
"68",1990,5,May 1990,3,7,20,3,7,0,19,9,0,8,0,12,4,4,24,15,6,17,18,24,20,0,0,220,0.0136363636363636,0.0318181818181818,0.0909090909090909,0.0136363636363636,0.0318181818181818,0,0.0863636363636364,0.0409090909090909,0,0.0363636363636364,0,0.0545454545454545,0.0181818181818182,0.0181818181818182,0.109090909090909,0.0681818181818182,0.0272727272727273,0.0772727272727273,0.0818181818181818,0.109090909090909,0.0909090909090909,0,0,0.889169177252256,0.0286198347107438,1990-05-01,0.905327048913073,0.887167842977856,118.537941
"69",1990,6,Jun 1990,8,2,31,5,9,8,21,6,3,14,0,9,4,3,23,8,5,15,20,32,11,0,0,237,0.0337552742616034,0.00843881856540084,0.130801687763713,0.0210970464135021,0.0379746835443038,0.0337552742616034,0.0886075949367089,0.0253164556962025,0.0126582278481013,0.0590717299578059,0,0.0379746835443038,0.0168776371308017,0.0126582278481013,0.0970464135021097,0.0337552742616034,0.0210970464135021,0.0632911392405063,0.0843881856540084,0.135021097046413,0.0464135021097046,0,0,0.899225775802192,0.0317844362548737,1990-06-01,0.888908976328785,0.905969855605792,120.526741
"70",1990,7,Jul 1990,8,3,15,5,7,4,15,8,2,14,0,12,6,5,18,14,10,8,15,17,15,0,0,201,0.0398009950248756,0.0149253731343284,0.0746268656716418,0.0248756218905473,0.0348258706467662,0.0199004975124378,0.0746268656716418,0.0398009950248756,0.00995024875621891,0.0696517412935323,0,0.0597014925373134,0.0298507462686567,0.0248756218905473,0.0895522388059701,0.0696517412935323,0.0497512437810945,0.0398009950248756,0.0746268656716418,0.0845771144278607,0.0746268656716418,0,0,0.941175486773926,0.0151035865448875,1990-07-01,0.894197476527224,0.905741968869672,111.5696182
"71",1990,8,Aug 1990,1,4,8,1,3,3,6,4,0,2,0,6,0,3,8,0,4,5,3,6,4,0,0,71,0.0140845070422535,0.0563380281690141,0.112676056338028,0.0140845070422535,0.0422535211267606,0.0422535211267606,0.0845070422535211,0.0563380281690141,0,0.028169014084507,0,0.0845070422535211,0,0.0422535211267606,0.112676056338028,0,0.0563380281690141,0.0704225352112676,0.0422535211267606,0.0845070422535211,0.0563380281690141,0,0,0.889753064498065,0.0264431660384844,1990-08-01,0.920200631288059,0.908044907530904,142.1652527
"72",1990,9,Sep 1990,1,3,12,5,3,5,12,12,0,3,0,9,4,4,19,12,6,6,19,24,22,0,0,181,0.00552486187845304,0.0165745856353591,0.0662983425414365,0.0276243093922652,0.0165745856353591,0.0276243093922652,0.0662983425414365,0.0662983425414365,0,0.0165745856353591,0,0.0497237569060773,0.0220994475138122,0.0220994475138122,0.104972375690608,0.0662983425414365,0.0331491712707182,0.0331491712707182,0.104972375690608,0.132596685082873,0.121546961325967,0,0,0.884006149609853,0.0340038460364458,1990-09-01,0.915464275635996,0.901594455946351,157.6952972
"62",1990,10,Oct 1990,1,3,6,2,1,2,3,5,1,3,0,6,1,1,13,10,1,4,8,17,3,0,0,91,0.010989010989011,0.032967032967033,0.0659340659340659,0.021978021978022,0.010989010989011,0.021978021978022,0.032967032967033,0.0549450549450549,0.010989010989011,0.032967032967033,0,0.0659340659340659,0.010989010989011,0.010989010989011,0.142857142857143,0.10989010989011,0.010989010989011,0.043956043956044,0.0879120879120879,0.186813186813187,0.032967032967033,0,0,0.860014872805949,0.0495350803043111,1990-10-01,0.886879607053959,0.900665930787258,141.1195374
"63",1990,11,Nov 1990,1,0,3,0,0,2,1,1,0,0,0,0,0,1,1,1,1,0,4,3,0,0,0,19,0.0526315789473684,0,0.157894736842105,0,0,0.105263157894737,0.0526315789473684,0.0526315789473684,0,0,0,0,0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0,0.210526315789474,0.157894736842105,0,0,0,0.733348011997767,0.0808864265927978,1990-11-01,0.872010511207901,0.894835069897997,145.2909393
"64",1990,12,Dec 1990,1,1,4,0,1,2,0,1,0,2,0,1,0,0,7,3,0,0,6,4,0,0,0,33,0.0303030303030303,0.0303030303030303,0.121212121212121,0,0.0303030303030303,0.0606060606060606,0,0.0303030303030303,0,0.0606060606060606,0,0.0303030303030303,0,0,0.212121212121212,0.0909090909090909,0,0,0.181818181818182,0.121212121212121,0,0,0,0.735091067329791,0.0840220385674931,1990-12-01,0.796681442401858,0.861659517137112,134.4851227
"73",1991,1,Jan 1991,6,0,2,0,0,1,1,1,0,1,0,1,3,1,7,3,1,0,7,7,2,0,0,44,0.136363636363636,0,0.0454545454545455,0,0,0.0227272727272727,0.0227272727272727,0.0227272727272727,0,0.0227272727272727,0,0.0227272727272727,0.0681818181818182,0.0227272727272727,0.159090909090909,0.0681818181818182,0.0227272727272727,0,0.159090909090909,0.159090909090909,0.0454545454545455,0,0,0.787744171937827,0.0671487603305785,1991-01-01,0.734219539663779,0.820442633248285,175.6585999
"77",1991,2,Feb 1991,10,5,9,5,5,3,4,9,0,13,0,10,8,2,14,23,8,4,16,24,13,0,0,185,0.0540540540540541,0.027027027027027,0.0486486486486487,0.027027027027027,0.027027027027027,0.0162162162162162,0.0216216216216216,0.0486486486486487,0,0.0702702702702703,0,0.0540540540540541,0.0432432432432432,0.0108108108108108,0.0756756756756757,0.124324324324324,0.0432432432432432,0.0216216216216216,0.0864864864864865,0.12972972972973,0.0702702702702703,0,0,0.906532624735215,0.0268517165814463,1991-02-01,0.761417619633809,0.800040854736237,115.2134476
"78",1991,3,Mar 1991,3,1,16,5,7,12,13,23,0,13,0,15,8,3,16,20,13,10,18,27,16,0,0,239,0.0125523012552301,0.00418410041841004,0.0669456066945607,0.0209205020920502,0.0292887029288703,0.0502092050209205,0.0543933054393305,0.096234309623431,0,0.0543933054393305,0,0.0627615062761506,0.0334728033472803,0.0125523012552301,0.0669456066945607,0.0836820083682008,0.0543933054393305,0.0418410041841004,0.0753138075313808,0.112970711297071,0.0669456066945607,0,0,0.913020405476021,0.0213774268657762,1991-03-01,0.847138398336521,0.80454614976131,116.0257034
"79",1991,4,Apr 1991,3,4,28,8,9,8,24,7,1,9,0,10,6,2,19,25,12,18,20,19,16,0,0,248,0.0120967741935484,0.0161290322580645,0.112903225806452,0.032258064516129,0.0362903225806452,0.032258064516129,0.0967741935483871,0.0282258064516129,0.00403225806451613,0.0362903225806452,0,0.0403225806451613,0.0241935483870968,0.00806451612903226,0.0766129032258065,0.100806451612903,0.0483870967741935,0.0725806451612903,0.0806451612903226,0.0766129032258065,0.0645161290322581,0,0,0.91230328945599,0.0240244536940687,1991-04-01,0.909776515105618,0.815147256295324,107.2416763
"80",1991,5,May 1991,4,3,21,9,5,20,23,11,1,9,0,14,7,7,28,14,14,11,20,25,15,0,0,261,0.0153256704980843,0.0114942528735632,0.0804597701149425,0.0344827586206897,0.0191570881226054,0.0766283524904215,0.0881226053639847,0.0421455938697318,0.00383141762452107,0.0344827586206897,0,0.053639846743295,0.0268199233716475,0.0268199233716475,0.10727969348659,0.053639846743295,0.053639846743295,0.0421455938697318,0.0766283524904215,0.0957854406130268,0.0574712643678161,0,0,0.924705394613835,0.020055489496631,1991-05-01,0.912661847466006,0.850938311786969,94.75868225
